RegionName,State,avg_2024,avg_2025
Monroe,NY,3169.7847345604314,3136.2225367423202
Phenix City,AL,1313.2510181795178,1408.4028207118613
La Habra,CA,2664.3670142834258,2729.639238328468
Lancaster,OH,1187.1294887554004,1251.0585205361294
Florence,AL,1075.995868996138,1139.0155031450486
Medford,MA,3118.6835776148996,3188.5870036765596
Altamonte Springs,FL,1573.074243504765,1601.126828799619
Carlisle,PA,1257.1329848815842,1312.1471044235518
Pico Rivera,CA,2330.289212231027,2315.2880564311745
Downers Grove,IL,2255.2569981633706,2343.625371982549
Lufkin,TX,,1225.8431266297957
Bentonville,AR,1570.4538217842282,1662.291996055934
Novato,CA,3706.9359220200145,3877.2965246947347
Pontiac,MI,1115.2919963189568,1190.513526968714
Fairbanks,AK,1613.9824987251798,1661.6561025719357
Wylie,TX,1932.3969603198857,1948.204560280273
Encinitas,CA,3817.3672169218394,3940.198121607811
San Clemente,CA,3223.1142860164887,3355.3457577413137
Wellington,FL,3631.779958247363,3683.8839067439994
Meridian,MS,1326.7223475902874,1413.5987806439186
Greenwich,CT,5407.854133741542,5692.276470880848
Westminster,MD,1700.5989272609595,1757.096793175273
Hamden,CT,2216.745147650878,2265.463558514749
Altoona,PA,,977.8988351962968
Piscataway,NJ,2722.696129133752,2796.868426177323
Grand Forks,ND,1069.4899698750673,1141.004259789454
Chambersburg,PA,1164.0735991291792,1232.7410972249365
Gardena,CA,2378.168527727426,2449.1935671566453
Azusa,CA,2727.6853988891994,2829.1118637647605
Novi,MI,1840.7666506167943,1851.128014542232
Monterey Park,CA,2287.962458825582,2361.389274772128
Dublin,OH,1782.9235204541972,1864.0242788802207
Mishawaka,IN,1140.6585202594356,1196.146836019294
Bristol,CT,1505.5255389671627,1597.409245994078
Chantilly,VA,3098.055591380964,3154.4202579300036
Joplin,MO,1111.2855518091062,1177.6949104540029
Taylorsville,UT,1597.968580571917,1608.0704677042106
Saint Peters,MO,1618.9919388764338,1676.1139317336383
Irvington,NJ,1809.3394754463316,1947.737121828769
Fairfield,CT,3217.8811197592804,3400.749051824379
West Allis,WI,1162.0519229373479,1210.150999340427
Petersburg,VA,1278.7551401652345,1345.4381813951416
New Castle,DE,1623.1758625564496,1724.8709673710218
Carrollton,GA,1359.0661040120679,1415.3197184054916
Lima,OH,1087.8486793123475,1113.2749476290494
Griffin,GA,1276.3714391962842,1315.6944308178715
Richland,WA,1722.7600411224687,1757.3534290774592
North Miami,FL,2237.873042239088,2268.4842614967556
Lansdale,PA,1916.4720788363293,1975.0616686436554
Meriden,CT,1656.1819161847716,1764.3499089134225
Union,NJ,2155.282415729204,2424.6232081630087
Moore,OK,1490.2296162991022,1542.4596654937986
Hoboken,NJ,3645.9925776265077,3766.2821163345598
Rosemead,CA,2520.7707082936636,2775.0671028496818
Texarkana,TX,,1259.4612373638543
Manchester,CT,1892.8885617543663,1950.4772740017715
Lompoc,CA,2218.647359207896,2267.936267901704
Coeur d'Alene,ID,1797.8300893361827,1844.7387999446507
Greensburg,PA,1059.4773363271916,1120.859975809969
Riverdale,GA,1630.3057005463436,1690.5970434708393
Helena,MT,1556.1554483241591,1620.428604331855
Farmington,NM,1176.465205731967,1252.5445567629645
Covington,LA,1534.6998226663334,1559.3873011103244
Oak Lawn,IL,1678.2102318721381,1755.7940439484485
Loveland,OH,1653.8311343658818,1724.7612704509227
Saint Johns,FL,2122.404398639454,2109.4520549718213
Tinley Park,IL,2056.8823913036986,2159.093751166345
Wheaton,IL,2279.8182310629522,2349.4692727949414
Goose Creek,SC,1873.003851197978,1922.9843317604264
New Iberia,LA,1179.401990344766,1127.5597278839762
Gretna,LA,1682.3055995840598,1752.8849142100007
Taunton,MA,1958.505792825311,2164.796787090095
Edmonds,WA,2236.0178639747933,2309.25151190745
Danville,VA,1130.7311021205194,1173.691538532953
Annandale,VA,2353.81635939304,2455.3408021656687
Bayonne,NJ,2343.684290367335,2436.9458573435168
Twin Falls,ID,1427.8087177986502,1459.604568290788
Lake Havasu City,AZ,1683.1457006771234,1717.7035302715574
Goshen,IN,,946.6365530582201
Kalispell,MT,1947.0566500283023,1951.47461626031
Danville,CA,4518.5000821114845,4673.958633821373
Wilson,NC,1110.8405588161722,1141.0034072836088
Ormond Beach,FL,1948.237325379104,1974.363868650459
Royal Oak,MI,2029.674350982849,2072.6477066568686
McLean,VA,2616.5705522555795,2713.1361677166287
Paducah,KY,,1207.8068507088176
Cupertino,CA,3841.0551350743353,3984.146691836033
Kernersville,NC,1829.5652734391863,1920.9075164173305
Smyrna,TN,1658.3442295599043,1661.646069614512
National City,CA,2527.6409310555377,2586.8948046812507
Stillwater,OK,1240.2785502465756,1299.8655303144437
The Hammocks,FL,2458.8326074877555,2465.9829457033265
Waxahachie,TX,1871.062563087435,1886.9618993225722
Mount Prospect,IL,1639.677859571213,1740.8519161770669
Lenexa,KS,1551.909411393135,1606.998315820007
Punta Gorda,FL,2198.016406819061,2132.392727177328
Blacksburg,VA,1573.1772585723022,1628.9306727708722
Newark,OH,1233.3137689955345,1303.3600414226373
Freehold,NJ,2668.110339204237,2752.935812954438
Apache Junction,AZ,1823.1681521170506,1817.9444170455968
Margate,FL,2251.7804327813083,2306.8940802070565
Jackson,NJ,3034.587884449463,3073.543265611761
Castro Valley,CA,2733.7981801189403,2783.468667640571
Titusville,FL,1662.9409215039468,1701.1112666162744
Leesburg,FL,1631.8460220268728,1656.823292884757
Princeton,NJ,3294.8975183895404,3387.053529356773
Glenview,IL,2353.9527980603575,2472.214585292343
Santee,CA,2617.2006803755285,2626.2504488966997
Desoto,TX,1821.1657292569437,1889.7756759305516
Bensalem,PA,1699.2980325424166,1722.4439683755083
Mason,OH,2078.006673097665,2172.7775731892248
Gallatin,TN,1617.2700881036853,1635.2847929156806
Kingman,AZ,1344.8590718544754,1402.8585241042356
Kettering,OH,1287.7991650355946,1340.1102213350646
Midwest City,OK,1167.4608708949029,1202.6050733634413
Colton,CA,1811.5399410461814,1866.0663004276234
Berwyn,IL,1326.8401742859894,1405.3805733001511
Burlington,NC,1322.784830219214,1366.0399181913576
Fountain Valley,CA,2955.0484020619315,3010.184550156091
Oregon City,OR,1992.3688384340203,2033.7074152442422
Bonita Springs,FL,2718.240022593625,2729.766650102355
Warren,OH,,1057.1518253333438
Bartlett,TN,1856.2641984022778,1906.3669443036847
Weymouth,MA,2424.1673300829893,2514.6102472811785
Monroe,NC,1967.094251973849,2033.0916312331728
Coconut Creek,FL,2271.6463864999505,2269.6280330599293
Olive Branch,MS,1864.5087170000136,1918.829559646494
Roswell,NM,1278.533359252887,1368.2382886737264
Asheboro,NC,959.4347560766229,987.0240226009214
Shoreline,WA,1971.1712670963336,2013.9740879285798
Hanover,PA,1175.0272392993395,1212.6481989282847
Hollister,CA,2993.226394425907,3065.9545606610172
Wyoming,MI,1342.879925508276,1395.6345504130595
Owings Mills,MD,1757.6150882493791,1817.0542230538733
Somerset,NJ,2535.7460673636956,2607.92736310776
Butler,PA,,953.7029428447125
La Puente,CA,,2975.0
Muskegon,MI,1131.0362313829562,1175.9934398788037
Blue Springs,MO,1575.3572261634338,1644.5977685533164
Revere,MA,2714.921560354212,2806.6492720907017
Morristown,TN,1406.8105154726738,1430.17900193399
Klamath Falls,OR,1289.356049767391,1348.6114560822348
New Brunswick,NJ,2535.4241181253446,2666.109324475697
El Centro,CA,,1483.0092170476016
Delaware,OH,1660.160635265481,1716.7462303945072
Grand Island,NE,1266.2618014259529,1327.7594697435243
Wausau,WI,896.5261452934166,928.8281370213829
Garner,NC,1802.1889744187756,1834.4411058317187
Middleburg,FL,1934.7019369255133,1975.0138907738085
West Monroe,LA,1025.9182748713013,1080.1399599557974
Zanesville,OH,970.5989410879547,1039.5351139291515
Port Arthur,TX,1050.604336065275,1079.4449293137725
Lincoln,CA,2830.957759739574,2892.664693155645
Palm Desert,CA,2652.8655029669444,2672.590151468281
Crossville,TN,1544.6545462895374,1607.85790676877
Chicopee,MA,,1687.1528747256475
Anderson,IN,1020.9724492578634,1068.404936710141
Apple Valley,MN,1930.973471528251,1984.7945827137264
Coatesville,PA,1674.6378414715066,1752.3736741748123
Alexandria,LA,1042.7667248577593,1083.9153072102004
Wayne,NJ,2400.680594712897,2539.1281927877963
Fort Walton Beach,FL,1789.630770513578,1823.1881748003716
Athens,AL,1528.9141605680081,1562.4568853087735
Beaumont,CA,2638.8785233469835,2757.5269127743886
Brookhaven,GA,1846.9960125370737,1841.3945161123809
North Fort Myers,FL,1716.1617796373532,1710.4354352130795
Spanaway,WA,2626.347406012146,2704.052661081568
Crestview,FL,1911.257051690356,1936.4726630306416
Perth Amboy,NJ,2316.9672675769125,2540.6566355868063
Zephyrhills,FL,1807.3841966293685,1884.759752267908
Newburgh,NY,1861.3147442907705,1962.8415518786694
Kentwood,MI,1545.3014666084803,1612.6472576193808
Longwood,FL,1948.8181561963722,1970.9454336060937
Collierville,TN,1989.5902971756032,2040.3115124365422
Mankato,MN,1115.5408239946682,1229.0979503794174
Williamsville,NY,1897.538326814055,1978.5905146715481
Nacogdoches,TX,1008.7744517681214,1047.669530509574
Minot,ND,1011.2842394489684,1063.167278210764
Rocky Mount,NC,1153.9692106117784,1235.7259772621542
Bonney Lake,WA,2758.462055657157,2839.069501721733
Glendora,CA,2967.5776915218994,3099.426210081291
New Bern,NC,1498.9362392817948,1580.6983808693826
Plainfield,NJ,,2069.3096992664123
Rowlett,TX,1679.8755643231925,1701.2314324284991
Oak Park,IL,1978.0698793000067,2055.5633861899305
San Jacinto,CA,2225.4049309500488,2370.5786801383974
Grand Blanc,MI,1349.6274358875964,1437.044945579104
Mililani,HI,2556.2156602002015,2677.5267921087952
Hacienda Heights,CA,2714.776024261672,2747.8754610747083
Findlay,OH,1274.9247369746702,1352.6310178960675
Millcreek,UT,1545.502147993505,1554.06313622001
Morganton,NC,,1488.7561782462153
Seminole,FL,2152.8664862435203,2265.0538832099
Lagrange,GA,1304.1802593931081,1389.3189365797975
West Sacramento,CA,2172.063674166994,2232.8103357326913
Webster,NY,1696.7998146852512,1738.7755155587847
Peabody,MA,2728.6599949393412,2786.5686691533792
Yucaipa,CA,1971.0441584343682,2065.1154640506393
Dacula,GA,2381.017032023595,2454.224215105579
Monroe,MI,1247.4564341803475,1272.35276490792
Sebring,FL,1563.626098675352,1607.3111265756374
Rosenberg,TX,1867.7735284891794,1877.0250183379098
West Haven,CT,1864.893911415168,1974.5460755649058
Donna,TX,,876.25
Pine Hills,FL,1865.406621165643,1925.7280386737166
Catonsville,MD,1534.578607866317,1562.8090159931735
Kapolei,HI,3031.5434685626565,3164.5268834613858
Paramount,CA,2403.138612222351,2525.825877605605
Evans,GA,1831.1527150143256,1939.1410214613397
Saint Clair Shores,MI,1546.8189019456431,1621.827667468114
Edina,MN,1947.8347068781702,1981.8162963812292
Crystal Lake,IL,1846.4159819706392,1955.3419953281543
Lombard,IL,1944.3341101273836,2047.4503916838185
Marrero,LA,1409.3655107064221,1464.3640703676817
Elizabethtown,KY,1529.1998552626062,1528.9861040944625
Kailua,HI,3373.577213642438,3599.7896549425045
Florence,KY,1576.8932274068004,1629.2462471600195
New Castle,PA,816.801989033973,929.1270232967499
Methuen,MA,2443.3680152684856,2489.112173782927
West New York,NJ,2617.833978259638,2690.0653723630276
Lancaster,SC,,1269.3954919540881
Bloomfield,NJ,2346.142312377391,2425.776761430375
Oroville,CA,1269.616866327251,1350.5589690499237
Cuyahoga Falls,OH,1490.75738193094,1539.9683423750375
Placentia,CA,2726.3524680349697,2794.7653362692727
Mentor,OH,1519.549704094441,1589.0417254452711
Fallbrook,CA,2871.1960435146425,3027.8552999754766
Sheboygan,WI,1107.523572073913,1158.351012077453
Galveston,TX,1373.6299833755108,1381.7401121120497
Highland,CA,2571.2192412861755,2625.1414689560515
East Lansing,MI,1816.4485758885523,1905.0785351346703
Fuquay Varina,NC,2030.3942684887888,2056.0984516111466
Draper,UT,1701.2141685138056,1710.8267130677727
Sicklerville,NJ,2321.883400331026,2451.505507042018
Normal,IL,1540.4867445995808,1630.1771603034458
Plymouth,MA,2629.757906974932,2773.9276177872307
Beaufort,SC,1901.2987277005552,1950.9806401257372
Ballwin,MO,1726.367874654806,1799.9314584579529
Lake Stevens,WA,2811.7846521803754,2897.856070726435
Kannapolis,NC,1596.028607483054,1637.6785403490162
Prescott Valley,AZ,1771.555333533738,1821.8586787556264
Lake City,FL,1390.6709479746548,1502.9752301684414
Morgan Hill,CA,3271.0612950746927,3345.345013579549
Roseburg,OR,1329.5517343116935,1365.0440022440148
Granbury,TX,1657.6102575393786,1699.2714663410427
Kyle,TX,1727.8540622791281,1691.9278969943643
Forney,TX,2163.5582418038316,2152.1477935725857
Boerne,TX,1581.5686910296843,1574.0103206974627
Frankfort,KY,990.9175740170166,1063.679862905301
Enid,OK,1025.5888813752179,1094.1063491664897
Lockport,NY,951.7315332845293,1000.2142088107739
Cypress,CA,2956.149701035072,3082.7052992867275
Stratford,CT,1919.2693674228012,2143.806204737854
Fort Washington,MD,1656.2566150233486,1654.0428882656452
Diamond Bar,CA,3055.454714779969,3196.7333530772066
Greenwood,SC,1070.12699604442,1148.1960515048104
Sherman,TX,1558.946974149059,1557.5009294433744
Pinellas Park,FL,2152.32031743557,2206.6242136223295
Aliso Viejo,CA,3485.18684219738,3528.251221020666
East Hartford,CT,1465.585602472419,1549.5535307360838
Issaquah,WA,2920.803737086841,2992.9407158249305
Longview,WA,1291.3724392261981,1346.2416881023646
Grapevine,TX,1779.0422420780744,1781.282189160549
Belleville,IL,948.9309006290837,988.7945101759235
Milwaukie,OR,1729.3658987672,1749.8388985147394
Seguin,TX,1459.1925941147103,1443.6424767883568
Hobbs,NM,1314.8517356651894,1403.2157152036475
Wentzville,MO,1741.9207318645874,1789.416628965388
Brea,CA,2677.591595636276,2743.6447173949828
Hammond,LA,1152.6780432115092,1207.5543343189465
Quincy,IL,1089.7572396343107,1168.143040252984
Windermere,FL,2567.5438373955717,2597.132886687089
New Albany,IN,1181.085363519708,1206.3441021549495
Dunwoody,GA,1733.6740074603615,1722.6011511337692
Lawrence,IN,1587.312660231847,1658.7068366170283
Poway,CA,3070.441730116511,3183.6059020651874
Post Falls,ID,1693.2284709108897,1717.2610554751425
Sierra Vista,AZ,1416.1572824499417,1467.1587606819621
Minnetonka,MN,1742.8517806820782,1816.8283472280332
Burien,WA,1858.2432465829627,1900.0057496802015
Cathedral City,CA,2473.392974474342,2516.6857852122926
Montgomery,TX,1913.387090197585,1930.1202601759896
Salina,KS,1020.9337221543884,1051.708930025527
Saint Louis Park,MN,1734.5107462113456,1786.687102860466
Benton,AR,1321.476716586609,1383.9896883725585
Georgetown,KY,1367.162344903425,1416.0954838233035
East Stroudsburg,PA,1890.176341515756,1887.8907778261073
Brighton,MI,,2430.6255561412036
Mount Vernon,WA,2027.6591744999596,2091.238103529324
Columbus,MS,1331.823623677459,1386.529142795911
Cerritos,CA,3347.0550663414692,3466.651781460012
Eagle Pass,TX,1610.1303611096637,1603.2233300121925
Hutchinson,KS,765.6937328403575,805.1715860160059
Port Richey,FL,1724.2636181462294,1785.0654964168175
Claremore,OK,1215.2004992542627,1274.1980080467902
Southaven,MS,1593.9389409857438,1626.2962566851593
Starkville,MS,1303.13225395081,1361.1191991771123
Shakopee,MN,1695.3389560318399,1763.872917550209
Redford,MI,1468.8233706849921,1524.9250895402095
Gig Harbor,WA,2529.766108448343,2665.6136426323988
Portage,MI,1876.385821802274,1963.9975045185452
East Brunswick,NJ,2765.923007530025,2818.9023855719815
Kaneohe,HI,3037.7294377149715,3210.183609506953
Liverpool,NY,2315.0774549973144,2328.171898071061
Cedar Hill,TX,1801.9546046522992,1832.246395610961
La Mirada,CA,3072.51528204848,3204.6834741582425
Sun City,AZ,1758.2996197682771,1767.5738194585845
Coral Gables,FL,3352.093760346197,3451.024601314196
Bedford,TX,1477.5502449585647,1473.9210121290253
Murray,UT,1569.6866812180415,1580.9670649199131
Logan,UT,1250.9012799393583,1271.9826471767185
West Orange,NJ,2633.322591058082,2752.3587191420847
Cleburne,TX,1405.3355460903451,1375.6500726880308
Prattville,AL,1635.6820463800584,1666.4532897796817
Monroe Township,NJ,2925.122291941695,3020.2728908089425
Barnstable,MA,2730.732385132886,2828.6101910332172
Desert Hot Springs,CA,2064.3312546126967,2099.230295325866
Everett,MA,2696.822624332882,2747.0402710871335
Bloomfield Hills,MI,2949.296793765699,3012.0640838903214
Downingtown,PA,2222.8586805895093,2297.226218776393
Hoffman Estates,IL,1917.7692746849834,1990.2228689606236
Wauwatosa,WI,1580.3068421986143,1637.3025909360167
Martinez,CA,2598.3815342216517,2657.2286290317916
Grass Valley,CA,2138.497085575376,2311.641742412163
Wasilla,AK,1626.1587271460694,1693.9349290629978
Chester,VA,1716.2444941160759,1772.3779828515258
Washington,PA,872.0511923942071,916.6145732368725
Milford,CT,2521.942367742488,2648.1364351236825
Palmetto,FL,2461.0776767099956,2486.392823139064
Newark,CA,3331.771292600469,3415.37614181688
Rexburg,ID,1076.074382184299,1093.653472699791
Haines City,FL,2024.3584297359891,2070.763156822684
Spring Hill,TN,2178.886511330931,2183.1522663020887
Weslaco,TX,1050.8970140817257,1078.9374313555568
Roseville,MI,1255.3225280408612,1307.4638754643956
Clarkston,MI,1489.5012461118292,1581.924043274221
Doylestown,PA,2505.7218491044678,2528.398857004202
Texas City,TX,1492.6378330199805,1524.6694544373909
Elmhurst,IL,2381.090535817345,2454.5817919635165
Middletown,CT,1797.986171799068,1926.91858288822
Antelope,CA,2354.4141887224464,2381.8259549246104
Parkersburg,WV,,936.9800768607271
Beavercreek,OH,1693.9744145581292,1782.3218713521594
Lakewood,OH,1346.217866439116,1395.3119657948178
Mandeville,LA,1478.4865458924057,1519.8119586228581
Winter Springs,FL,2010.2027632520494,2047.3582539337283
Lititz,PA,1489.6662797336155,1524.5739456527676
Cleveland,TX,1653.7696076881941,1636.6607303910137
Del Rio,TX,,1440.7642012162357
Prairieville,LA,2002.2785792077402,2051.824863836939
Urbana,IL,1146.136632620106,1216.7133818073312
Rockwall,TX,1870.4859275727983,1908.2357633270824
Lake Oswego,OR,2365.312368424775,2450.817891200046
Northville,MI,1661.7320741627873,1702.5374214571066
Eureka,CA,1497.8917033246546,1508.763358720067
Austell,GA,1832.4496859966048,1907.6465323094224
Oxford,MS,1812.2922095212878,1937.5984913260886
Wahiawa,HI,2222.970756701801,2306.16856075041
East Providence,RI,1958.2243540934232,2044.821208111319
Lumberton,NC,,1118.5086174519374
La Porte,IN,,1232.6354779534431
Potomac,MD,4072.4850346891403,4162.359812905061
Jonesboro,GA,1641.555837342856,1683.8769708623884
Alvin,TX,,2075.7628075185903
Evesham Township,NJ,2324.6961773012376,2404.1624571392917
Palm Springs,CA,2194.0915160403038,2261.808083629725
Thibodaux,LA,1326.6832810822973,1343.3370622950802
Los Banos,CA,2118.845475476095,2260.8995212834643
Watertown,NY,1362.5912424205428,1406.3184034938604
Williamsport,PA,932.2844447592648,964.8860980299828
Hilo,HI,,2201.642233855222
Auburn,CA,2228.942312004249,2256.731373493849
Brentwood,TN,2525.2322094430724,2699.3429760620998
Rockledge,FL,1968.236707268629,1993.5003519327283
Jeffersonville,IN,1387.342420149148,1441.942885443374
Hinesville,GA,1596.9726867865184,1625.6317428935288
Elkton,MD,1820.5154997568295,1866.1854437367865
Morristown,NJ,2814.5230650580725,2909.4997551502274
Yorktown,VA,2089.7591589980693,2234.736924007211
Arlington,MA,2659.6765483867252,2741.0658438727683
Chesterfield,MO,1656.1655785862465,1672.811183597872
Hackensack,NJ,2624.8674024422376,2630.889801517856
Attleboro,MA,2163.200685969764,2262.5686439829838
Nicholasville,KY,1272.9468752881774,1332.325751387078
Papillion,NE,1562.3185105503171,1640.5501884726343
Strongsville,OH,,1961.2669096340778
Waianae,HI,2004.2334016772202,2130.7052736558735
Lakeside,CA,2360.099351455267,2415.6534898007662
Richmond,IN,,822.4055011779719
Winder,GA,1993.0833221165083,2051.3655308939233
Lake Mary,FL,1948.0553789061912,1983.5294438202302
Fairfield,OH,1286.8921188519664,1336.0322083132373
Moorhead,MN,1275.5521690309158,1334.8587292832483
Ceres,CA,,2146.1511652529493
Muskogee,OK,769.5074129862118,823.9792368546589
Converse,TX,1745.744437520155,1763.5517064757287
Cleveland Heights,OH,1294.7728637387693,1348.1436350392878
Herriman,UT,1936.9389557003385,1980.7919476700722
Peachtree Corners,GA,1529.327832135131,1546.2262753547705
Lancaster,TX,1953.9103666821593,1997.9589464723454
North Augusta,SC,1535.3071492329261,1655.8181424572504
Burlington,VT,2137.664447820342,2167.495578802964
Euclid,OH,1253.252163859435,1327.3253594060266
Belton,TX,1636.530425728494,1639.2061432903395
Chesterfield,MI,,1521.5363507401169
El Dorado Hills,CA,2686.2483192125524,2738.1298171044773
Los Lunas,NM,1391.1634978131242,1784.519288649361
Brunswick,OH,,1585.2579029944068
Arlington,WA,2026.4400477571787,2097.864364470518
Panama City Beach,FL,1746.7925536529383,1724.3934979304076
Middletown,DE,2420.9651640298057,2574.369293785845
Bridgewater Township,NJ,2854.8959733509423,2994.286368591569
Irwin,PA,,1272.8515165915035
Bountiful,UT,1674.760062719243,1734.0616622961834
Phoenixville,PA,2038.473449924111,2090.990728411356
Lindenhurst,NY,,2700.0
Haltom City,TX,1343.343765532826,1364.4188669488299
Covington,KY,1424.3546179187858,1481.2626422467383
Dekalb,IL,1129.5735031708823,1205.0440550297983
Thomasville,NC,1329.5116680758633,1381.1774041369426
Rancho Santa Margarita,CA,2832.9829344726227,2867.2187468441934
Merritt Island,FL,1904.1547609016131,1914.3488520194087
Rowland Heights,CA,2487.0769300163192,2561.211279986323
Coraopolis,PA,1468.724774461897,1510.2098663989277
Moline,IL,916.7190991435829,926.0052452102973
Oakland Park,FL,2182.992102566194,2203.7040163509337
Spanish Fork,UT,1881.2306732159648,1935.7197095390839
Wenatchee,WA,1746.5187292233607,1767.1800059621075
Northport,AL,1531.2533125241878,1614.9363597023066
Riverton,UT,2343.8430624289304,2389.123065575175
Mt Laurel Township,NJ,2052.5990063658596,2132.3593625090666
Mount Pleasant,MI,873.2862212762246,893.4984268302271
Moses Lake,WA,1531.5087471137974,1534.8868817698312
Westbury,NY,,3366.7711651542418
Owasso,OK,1292.1658410450882,1323.212117913385
Ocoee,FL,2283.2186743993707,2299.789486472516
Fairburn,GA,2000.6284087192732,2049.6324737026016
Hamburg,NY,1429.9035662409772,1446.5276612870973
Wallingford,CT,,1769.2708333333337
Burke,VA,2819.3662544054278,2952.0907419325467
Fenton,MO,1300.137802392047,1343.172988237951
Ringgold,GA,1532.0192802255553,1552.8703150454476
Clovis,NM,1181.2061743392935,1209.2018319890851
Fair Oaks,CA,2024.839541434463,2054.6692494214735
Pittsfield,MA,1362.201753520586,1416.901499070736
Burleson,TX,1864.588366892264,1897.0468259061804
Tolleson,AZ,1967.3079242073866,2018.2544461546304
Raeford,NC,1664.3277961839215,1736.1894857680168
Walla Walla,WA,1426.6966855078692,1457.605183064978
Fairport,NY,1599.516369811339,1700.863491522401
Concord,NH,1884.0611448006,2000.0089741208599
Windsor Mill,MD,1503.1364966514811,1544.9276633719494
Oswego,IL,2482.8736491423792,2544.640220004937
Hephzibah,GA,1397.0293996862165,1481.8969189108452
Okeechobee,FL,,1586.1834758575294
North Tonawanda,NY,,1185.2287813498517
Madison,MS,2127.860847528775,2201.9499335460187
Xenia,OH,1303.164790785081,1324.1404509143579
Paso Robles,CA,2711.7482830260524,2891.4034384651686
Linden,NJ,2336.7051335432393,2442.62525750045
Saint Charles,IL,1791.4622051423548,1903.6080389548642
Cumberland,MD,900.8144092232453,954.1798725758142
Southington,CT,2136.7903232555914,2247.3147688791855
Wooster,OH,1351.0258778269415,1401.0800935538045
Brookfield,WI,1993.337553050494,2101.183024922201
North Lauderdale,FL,2154.3248087760353,2226.1613334744147
Oro Valley,AZ,1891.0218401464226,1905.2810717884095
San Pablo,CA,2432.6616943308895,2535.715978717396
Brooksville,FL,1620.2268428707766,1619.5192753034746
Marion,IN,,794.0313640606706
Cutler Bay,FL,2921.9613836701988,2913.1959440014807
Woonsocket,RI,1529.3229766181548,1607.779777138185
Hudson,FL,1943.4107786206448,2025.3698930126052
Cape Girardeau,MO,928.0942352638222,969.1976487765337
Somerset,KY,,1187.5
Leominster,MA,1736.3878697777882,1840.8563296951643
Kent,OH,1582.0721984538643,1656.2669056265686
Gonzales,LA,,1630.520274078334
Avon,IN,1697.4509490454036,1785.226573461612
Bear,DE,2297.386589666376,2385.0354494033177
Sewell,NJ,2714.968116550451,2605.7262394946065
Hillsborough Township,NJ,,2646.803763045083
Monrovia,CA,2779.19342213965,2937.396920981064
North Brunswick,NJ,2528.0368458736734,2626.3141526891086
Monroe,GA,1779.2848166101694,1844.525242092343
The Colony,TX,1917.6081326124938,1961.9928476083032
Coppell,TX,2099.72042273967,2133.496097586649
Fitchburg,MA,1596.6696933572773,1656.1154255354563
Opelika,AL,1516.6687160970564,1575.6024769271824
Russellville,AR,1023.4689824006331,1055.850703700077
Campbell,CA,3165.681556731223,3222.651799515309
Marion,IA,1018.7619197981777,1065.2343849613096
Los Gatos,CA,3695.59823664427,3942.929260562285
Greeneville,TN,,928.71341251534
San Bruno,CA,2879.6315357684875,2980.4330648165896
Pahrump,NV,1403.796086931913,1443.6731983619063
Milton,GA,1984.033137234649,1987.8957361414818
Northbrook,IL,2587.7668365949,2744.5865864375683
Enfield,CT,1828.7229396189286,1926.905362943307
Salem,MA,2615.564292218774,2692.9970425826555
Grovetown,GA,1760.9873669761782,1836.8667090792947
Tonawanda,NY,1229.810023734324,1244.9989308816898
Menlo Park,CA,3781.608583760761,3919.8757961282645
Beloit,WI,1117.6518971650728,1169.4803415698252
Elmira,NY,,1057.6124202043682
Essex,MD,1553.9868408925304,1619.789641641748
Carol Stream,IL,1740.6190528676416,1823.5533516384814
Danville,IL,791.8610236935729,826.7853433824453
Perrysburg,OH,1593.2447591207626,1561.6647772767153
North Miami Beach,FL,2361.893620044084,2368.728030794459
Billerica,MA,2750.2467458020983,2825.904881661402
Collegeville,PA,2498.83639024207,2587.6228810835255
Bullhead City,AZ,1397.2597648806786,1441.0443314860934
District Heights,MD,1583.7667857002928,1618.5211219746711
Bartlesville,OK,1303.2026609076117,1353.9691429839932
Milledgeville,GA,1430.7460549822476,1477.713570930146
Oakley,CA,3211.0809962206217,3232.7125378917117
Gaffney,SC,971.4262326093401,1060.2826121162507
Great Neck,NY,4975.605346463668,5416.059825457991
Greenacres,FL,2199.330255709569,2183.241365201601
Fenton,MI,1530.5786117887346,1567.9983104243834
Moncks Corner,SC,2167.928321580935,2233.773860014365
Brownsburg,IN,1914.0138640987868,1976.460795663443
Keller,TX,1859.962935421909,1924.0829779879432
Cibolo,TX,1841.9117769030772,1870.5518183471013
Kearny,NJ,2107.4720261707193,2252.060765220041
Marlborough,MA,2486.694211392933,2552.8558543526497
Woodinville,WA,2518.3205674970372,2559.58569370817
Redmond,OR,2130.7894407113167,2193.291749029518
Hicksville,NY,3290.8777846124963,3526.1099361188985
Urbandale,IA,1161.8636209950093,1171.6786856734452
Maplewood,MN,1511.1004034512187,1555.6880241319209
Bartlett,IL,,2289.757914033177
Casselberry,FL,1919.4690260849218,1990.438634723946
Friendswood,TX,2108.347735373688,2174.1880044705526
Teaneck,NJ,,2580.4448303111444
Shelton,CT,2340.1228614699444,2438.5075548749746
Lebanon,OH,1717.5569530107962,1807.3393482305567
Hopkinsville,KY,983.4624298355528,1052.0238728895415
Taylors,SC,1382.7640977786411,1420.651680098021
Lanham Seabrook,MD,2053.2693245687215,2152.712756523487
Winchester,CA,3063.220976342496,3147.52391926782
Montclair,NJ,2676.4849217757005,2772.8019003330833
Elmont,NY,,3599.0673434811224
